Player,Team,Position,Secondary Position,Nation,Age,90s Played,Goals per 90,Assists Per 90,xG per 90,xAG per 90,Tackles Won %,Shot Creating Actions per 90,Goal Creating Actions per 90,Aerial Win %,Pass Completion Rate,Pass<15 Yards Comp %,Pass 15-30 Comp %,Long_Cmp%,Successful Take-On %,SoT per 90,Goals per Shot,Goals per Shot on Target,npXG per Shot,npXG+xAG per 90,Goals & Assists Per 90,Prog Passes Received Per 90,Progressive Passes Per 90,Errors Per 90,Interceptions Per 90,Tackles Won per 90,Recoveries Per 90,Passes Completed Per 90,Total Pass Distance per 90,Total Prog Pass Distance per 90,Key Passes Per 90,Assists-xAG per 90,Through Balls per 90,Switches per 90,Crosses per 90,Touches per 90,Take-Ons Attempted per 90,Carries per 90,Dribble Distance per 90
Ignacio Miramon,Boca Juniors,MF,,ARG,20.0,8.8,0.0,0.0,0.01,0.13,55.2,0.91,0.0,32.1,79.0,87.3,80.4,66.7,50.0,0.0,0.0,0.0,0.04,0.14,0.0,1.7,5.45,0.0,1.48,1.82,6.36,36.7,690.57,166.59,0.45,-0.12,0.0,1.14,1.7,57.16,1.82,29.2,66.59
Jorge Figal,Boca Juniors,DF,,ARG,29.0,12.8,0.0,0.0,0.02,0.0,63.6,0.47,0.0,54.5,83.3,90.0,90.4,58.1,66.7,0.08,0.0,0.0,0.04,0.03,0.0,0.78,2.97,0.0,0.78,1.02,3.44,50.23,1028.67,347.5,0.16,0.0,0.0,0.47,0.47,70.16,0.23,40.0,122.5
Juan Barinaga,Boca Juniors,DF,,ARG,23.0,5.3,0.0,0.0,0.01,0.0,42.9,0.56,0.19,46.7,72.5,86.2,71.9,38.1,31.6,0.19,0.0,0.0,0.02,0.01,0.0,4.34,4.15,0.0,1.51,0.75,4.91,41.89,704.72,257.17,0.0,0.0,0.0,0.38,2.64,73.02,3.58,29.43,62.08
Kevin Zenon,Boca Juniors,MF,FW,ARG,22.0,15.3,0.13,0.07,0.13,0.22,35.0,3.39,0.2,31.6,69.6,82.5,75.2,49.6,50.0,0.78,0.07,0.17,0.07,0.35,0.2,7.25,6.34,0.0,0.39,0.52,4.18,27.71,518.69,166.6,2.03,-0.15,0.39,0.59,6.14,51.31,3.27,29.41,83.99
Lautaro Blanco,Boca Juniors,DF,,ARG,24.0,18.0,0.0,0.06,0.0,0.16,63.3,2.5,0.06,14.3,67.0,83.8,68.6,39.3,47.4,0.06,0.0,0.0,0.02,0.16,0.06,7.17,5.0,0.0,0.78,1.83,4.89,41.89,747.28,306.83,1.56,-0.11,0.0,0.39,8.22,72.56,2.11,33.17,95.22
Lautaro Di Lollo,Boca Juniors,DF,,ARG,19.0,10.3,0.0,0.0,0.0,0.0,80.0,0.29,0.0,42.9,82.9,91.0,89.6,49.4,50.0,0.0,0.0,0.0,0.01,0.0,0.0,0.19,3.59,0.0,0.68,2.33,3.79,45.63,824.47,309.22,0.1,0.0,0.0,0.1,0.1,67.18,0.58,35.34,136.21
Leandro Brey,Boca Juniors,GK,,ARG,21.0,11.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,70.3,98.2,96.4,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1.53,19.19,473.6,347.57,0.09,-0.01,0.0,0.09,0.0,30.27,0.0,13.51,35.59
Luis Advíncula,Boca Juniors,DF,,PER,33.0,16.0,0.0,0.13,0.05,0.04,76.9,1.69,0.19,44.0,81.7,88.3,85.9,57.7,50.0,0.19,0.0,0.0,0.05,0.1,0.13,4.44,3.88,0.0,0.75,0.69,4.0,38.88,660.38,203.81,0.75,0.08,0.0,0.69,2.0,55.5,1.75,28.12,74.94
Marcelo Saracchi,Boca Juniors,DF,MF,URU,25.0,8.9,0.11,0.11,0.12,0.13,38.5,3.04,0.45,50.0,76.4,85.9,76.8,57.6,62.5,0.11,0.13,1.0,0.13,0.25,0.22,7.19,3.82,0.0,2.02,1.57,5.28,41.01,709.33,227.08,1.35,-0.02,0.11,0.67,3.03,65.28,1.8,30.79,78.2
Marcos Rojo,Boca Juniors,DF,,ARG,33.0,10.8,0.0,0.0,0.01,0.0,53.3,0.74,0.09,73.1,86.3,93.7,91.4,54.6,80.0,0.0,0.0,0.0,0.1,0.01,0.0,0.37,4.35,0.09,0.74,0.83,4.26,60.74,1133.98,431.76,0.28,-0.01,0.0,0.65,0.37,80.09,0.46,42.5,144.07
Miguel Merentiel,Boca Juniors,FW,,URU,27.0,19.0,0.37,0.16,0.42,0.2,15.4,2.79,0.47,21.7,67.7,75.5,74.3,54.1,60.0,0.84,0.13,0.38,0.16,0.58,0.53,6.79,3.16,0.0,0.26,0.16,1.84,15.79,265.95,81.32,0.84,-0.04,0.26,0.37,1.79,31.32,2.37,19.89,65.74
Milton Delgado,Boca Juniors,MF,,ARG,18.0,4.1,0.0,0.0,0.0,0.0,75.0,0.49,0.0,50.0,84.8,85.9,89.4,82.6,33.3,0.0,0.0,0.0,0.02,0.0,0.0,0.98,3.66,0.0,0.98,2.93,7.8,34.15,612.2,204.15,0.0,0.0,0.0,0.0,0.0,51.71,1.46,22.44,87.8
Milton Giménez,Boca Juniors,FW,,ARG,27.0,11.2,0.54,0.09,0.36,0.05,35.7,1.25,0.18,42.3,62.6,70.9,59.6,55.6,47.4,0.71,0.2,0.75,0.14,0.41,0.62,3.84,1.7,0.0,0.27,0.98,2.5,8.66,124.38,29.82,0.27,0.04,0.09,0.09,0.27,26.43,1.7,11.88,14.38
Sergio Romero,Boca Juniors,GK,,ARG,36.0,15.9,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0,72.2,99.0,98.2,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.31,21.7,493.4,361.7,0.0,0.0,0.0,0.0,0.0,31.57,0.0,14.34,48.62
Tomás Belmonte,Boca Juniors,MF,,ARG,25.0,13.5,0.0,0.0,0.07,0.0,47.2,1.03,0.07,60.8,86.4,92.8,89.6,72.0,36.4,0.15,0.0,0.0,0.12,0.08,0.0,1.04,3.56,0.0,1.11,1.7,5.33,42.96,773.7,166.44,0.15,0.0,0.0,0.3,0.15,59.93,0.81,26.37,46.89
Adrián Sporle,Independiente,DF,,ARG,28.0,12.1,0.0,0.0,0.03,0.07,66.7,2.22,0.0,51.4,70.5,82.9,76.6,45.0,50.0,0.33,0.0,0.0,0.06,0.09,0.0,6.61,5.37,0.0,1.16,1.49,5.79,37.11,663.88,317.02,0.99,-0.07,0.0,0.25,4.79,63.8,2.48,29.83,90.83
Alex Luna,Independiente,FW,MF,ARG,19.0,7.2,0.14,0.0,0.2,0.12,57.1,2.63,0.14,58.3,68.6,76.1,73.1,60.0,34.2,0.83,0.06,0.17,0.09,0.32,0.14,6.25,3.75,0.0,0.69,0.83,4.44,19.44,320.0,94.72,1.11,-0.11,0.0,0.14,3.89,46.53,5.28,27.64,55.14
Bruno Bianchi,Independiente,DF,,ARG,34.0,11.1,0.0,0.0,0.01,0.0,66.7,0.63,0.0,57.9,72.3,77.8,89.7,43.6,50.0,0.0,0.0,0.0,0.07,0.01,0.0,0.0,1.44,0.0,1.35,1.35,2.07,25.41,577.39,268.47,0.09,0.0,0.0,0.09,0.0,46.04,0.18,18.38,34.68
Damián Pérez,Independiente,DF,,ARG,35.0,14.7,0.0,0.0,0.01,0.02,54.8,1.57,0.0,53.6,67.9,82.1,71.1,47.2,61.5,0.07,0.0,0.0,0.03,0.03,0.0,2.45,4.22,0.0,1.09,1.22,3.27,29.86,568.23,306.94,0.41,-0.02,0.07,0.27,1.22,53.33,0.88,21.22,47.14
Diego Tarzia,Independiente,FW,MF,ARG,20.0,10.1,0.0,0.0,0.1,0.13,35.7,3.47,0.4,22.7,64.6,82.5,59.7,43.2,40.9,0.5,0.0,0.0,0.05,0.23,0.0,4.55,2.48,0.0,0.5,0.89,4.26,15.54,238.51,90.5,1.39,-0.13,0.2,0.1,3.96,38.02,2.18,21.58,42.48
Diego Tonetto,Independiente,MF,,ARG,35.0,6.9,0.0,0.15,0.06,0.02,38.5,1.16,0.15,47.4,69.0,80.0,71.0,44.1,0.0,0.15,0.0,0.0,0.1,0.08,0.15,1.74,3.48,0.14,0.43,1.59,4.78,24.49,384.2,147.54,0.58,0.13,0.14,0.29,1.3,46.23,0.72,20.72,22.75
Esteban Burgos,Independiente,DF,,ARG,32.0,8.5,0.0,0.0,0.01,0.0,42.9,0.35,0.0,56.0,75.1,84.6,84.9,47.9,0.0,0.23,0.0,0.0,0.04,0.01,0.0,0.12,2.71,0.0,0.94,0.59,2.94,28.35,619.53,244.24,0.12,0.0,0.0,0.71,0.24,46.47,0.0,18.0,57.06
Ezequiel Centurión,Independiente,GK,,ARG,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,100.0,51.2,100.0,99.1,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,13.09,472.23,384.05,0.0,0.0,0.0,0.05,0.0,27.5,0.0,11.18,55.95
Ezequiel Ham,Independiente,MF,,SYR,29.0,14.2,0.07,0.14,0.19,0.1,5.0,3.18,0.28,18.8,77.3,86.9,83.5,59.1,33.3,0.21,0.05,0.33,0.14,0.29,0.21,3.66,5.49,0.0,0.42,0.42,4.86,32.68,635.07,173.59,1.48,0.04,0.14,0.99,3.24,49.44,0.63,23.66,55.49
Federico Mancuello,Independiente,MF,FW,ARG,34.0,9.0,0.11,0.11,0.14,0.1,63.6,3.35,0.33,15.4,67.3,82.1,78.9,38.6,58.3,0.56,0.05,0.2,0.06,0.24,0.22,4.56,4.22,0.0,0.44,0.78,4.11,26.11,482.89,191.44,2.33,0.01,0.22,0.22,6.89,47.11,1.33,24.11,43.56
Federico Milo,Independiente,DF,,ARG,32.0,6.2,0.0,0.0,0.01,0.03,65.2,1.13,0.16,53.3,56.2,73.2,66.7,27.6,64.3,0.0,0.0,0.0,0.02,0.04,0.0,2.1,2.74,0.0,2.42,3.06,4.35,24.19,426.13,276.77,0.32,-0.03,0.0,0.16,2.26,56.13,2.26,19.19,50.65
Federico Vera,Independiente,DF,,ARG,25.0,12.7,0.0,0.0,0.01,0.05,56.0,1.89,0.08,45.5,72.7,89.0,74.9,40.8,46.2,0.16,0.0,0.0,0.04,0.06,0.0,3.07,3.54,0.0,1.18,1.5,5.35,32.36,524.65,227.48,0.71,-0.05,0.0,0.24,3.15,55.2,2.05,24.17,52.6
Felipe Loyola,Independiente,MF,DF,CHI,23.0,18.0,0.11,0.11,0.08,0.09,53.6,2.22,0.11,49.0,75.3,85.3,76.8,62.3,36.8,0.39,0.09,0.29,0.07,0.17,0.22,4.83,3.28,0.06,0.83,1.0,5.33,29.06,453.83,140.33,0.83,0.02,0.06,0.39,1.22,50.0,2.11,26.17,85.67
Fernando Romero,Independiente,FW,,PAR,23.0,7.3,0.14,0.0,0.13,0.05,50.0,1.23,0.14,23.9,61.3,68.7,73.3,75.0,42.9,0.41,0.08,0.33,0.08,0.18,0.14,4.38,1.23,0.0,0.14,0.68,3.84,10.41,138.63,30.82,0.96,-0.05,0.0,0.0,0.41,30.82,0.96,16.71,23.42
Francisco Petrasso,Independiente,DF,,ARG,21.0,4.8,0.21,0.0,0.05,0.01,100.0,0.83,0.0,57.7,66.2,58.3,84.5,55.7,50.0,0.42,0.25,0.5,0.06,0.06,0.21,0.42,1.67,0.0,1.25,1.46,2.71,20.42,554.79,260.83,0.21,0.0,0.0,1.46,0.0,42.29,0.42,16.88,62.92
Franco Romero,Independiente,MF,,ARG,23.0,26.9,0.07,0.0,0.06,0.01,43.1,1.41,0.04,34.8,79.0,83.7,87.5,64.1,60.0,0.0,0.0,0.0,0.02,0.02,0.07,0.89,4.28,0.0,2.12,1.41,6.99,28.85,529.89,172.01,0.37,-0.01,0.04,0.41,0.11,46.8,0.93,19.0,40.71
Gabriel Ávalos,Independiente,FW,,PAR,33.0,23.5,0.38,0.04,0.26,0.05,27.8,2.09,0.3,52.9,55.4,63.8,56.6,52.4,46.7,1.02,0.13,0.29,0.07,0.21,0.43,5.32,1.62,0.04,0.38,0.3,1.91,11.79,158.72,37.15,0.81,-0.0,0.04,0.21,0.64,31.87,1.28,16.13,26.17
Gonzalo Marinelli,Independiente,GK,,ARG,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,58.7,100.0,95.8,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.6,14.2,481.2,405.6,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.2,38.6
Gonzalo Ríos,Independiente,MF,FW,ARG,25.0,7.3,0.14,0.0,0.11,0.02,52.9,3.27,0.14,14.8,80.0,92.9,75.4,66.7,53.3,0.68,0.07,0.2,0.05,0.13,0.14,4.79,2.74,0.0,0.41,1.64,4.38,19.18,286.03,74.93,0.68,-0.01,0.0,0.27,1.1,39.59,4.11,21.78,88.63
Iván Marcone,Independiente,MF,,ARG,33.0,22.5,0.0,0.04,0.04,0.04,62.8,1.6,0.13,61.1,79.7,82.3,87.2,72.6,65.0,0.09,0.0,0.0,0.09,0.08,0.04,0.76,6.89,0.0,1.47,1.6,5.51,35.91,734.36,270.8,0.44,0.0,0.13,0.71,0.27,53.02,0.89,28.18,70.53
Iván Villalba,Independiente,DF,,PAR,29.0,18.6,0.11,0.11,0.07,0.04,54.5,0.8,0.27,58.4,66.9,77.9,80.2,41.7,33.3,0.16,0.18,0.67,0.12,0.11,0.21,0.32,2.26,0.0,1.08,0.86,2.58,23.01,515.32,246.51,0.38,0.06,0.0,0.7,0.0,45.81,0.16,16.77,42.2
Joaquín Laso,Independiente,DF,,ARG,33.0,22.6,0.04,0.0,0.03,0.01,60.7,0.8,0.0,51.5,78.6,85.9,87.4,63.2,100.0,0.18,0.06,0.25,0.05,0.05,0.04,0.13,3.5,0.09,1.55,0.8,4.38,38.1,906.68,382.65,0.22,-0.01,0.0,0.53,0.31,60.09,0.09,28.94,95.27
Juan Fedorco,Independiente,DF,,ARG,23.0,10.5,0.0,0.0,0.01,0.01,71.4,0.38,0.0,52.2,74.3,86.1,81.2,53.1,66.7,0.1,0.0,0.0,0.06,0.02,0.0,0.38,2.29,0.0,1.43,1.05,3.52,30.57,666.86,276.57,0.19,-0.01,0.0,0.48,0.1,52.0,0.29,23.9,57.52
Kevin Lomónaco,Independiente,DF,,ARG,22.0,17.2,0.12,0.0,0.04,0.07,78.6,1.05,0.06,64.4,80.2,86.5,89.5,61.3,81.8,0.17,0.18,0.67,0.06,0.11,0.12,0.12,4.13,0.0,1.1,0.87,5.64,39.3,861.69,269.13,0.35,-0.08,0.17,0.99,0.35,58.02,0.64,34.48,158.95
Lautaro Millán,Independiente,MF,,ARG,18.0,5.6,0.0,0.18,0.34,0.06,66.7,3.76,0.54,33.3,73.9,81.8,78.8,64.5,42.1,0.72,0.0,0.0,0.27,0.4,0.18,5.54,3.39,0.0,0.18,2.14,5.0,26.79,432.68,119.46,1.61,0.12,0.0,0.18,3.57,50.0,3.39,30.89,74.11
Lautaro Ríos,Independiente,MF,,ARG,23.0,13.1,0.08,0.15,0.14,0.09,51.6,1.91,0.15,43.1,71.8,81.5,75.2,50.0,36.4,0.3,0.04,0.25,0.08,0.23,0.23,2.06,3.28,0.0,0.69,1.76,4.89,18.63,305.04,103.97,0.69,0.06,0.0,0.15,0.38,40.0,1.68,15.95,33.82
Lucas González,Independiente,MF,FW,ARG,23.0,8.6,0.0,0.23,0.06,0.04,44.4,2.66,0.35,39.1,71.8,85.4,76.6,48.1,65.2,0.35,0.0,0.0,0.04,0.1,0.23,5.0,3.49,0.0,0.35,0.93,4.19,21.28,357.44,83.72,0.7,0.19,0.12,0.81,2.79,41.86,2.67,24.88,40.81
Luciano Abecasis,Independiente,DF,,ARG,33.0,10.4,0.0,0.1,0.01,0.07,60.0,1.63,0.1,38.5,68.4,82.9,71.0,52.4,42.9,0.0,0.0,0.0,0.02,0.08,0.1,3.27,3.17,0.0,0.38,1.73,4.13,27.12,511.35,185.19,0.67,0.03,0.0,0.67,3.08,51.54,1.35,17.79,32.5
Luis Sequeira,Independiente,MF,,ARG,21.0,11.1,0.09,0.09,0.08,0.14,54.5,4.69,0.27,29.2,74.1,85.9,78.1,62.3,54.3,0.72,0.05,0.13,0.04,0.22,0.18,4.05,6.49,0.0,0.36,1.53,6.49,33.69,697.84,252.16,1.98,-0.05,0.18,2.34,2.07,57.84,4.14,33.24,93.51
Marco Pellegrino,Independiente,DF,,Unknown,0.0,4.9,0.0,0.0,0.01,0.0,100.0,0.2,0.0,52.0,67.6,85.0,77.2,25.0,0.0,0.2,0.0,0.0,0.05,0.01,0.0,0.2,1.63,0.0,0.82,0.82,4.08,24.69,475.51,158.16,0.0,0.0,0.0,0.0,0.2,46.33,0.0,24.29,72.65
Matías Reali,Independiente,FW,MF,ARG,26.0,5.0,0.2,0.0,0.07,0.08,40.0,2.41,0.2,42.9,62.3,79.5,64.4,26.3,33.3,1.2,0.09,0.17,0.03,0.15,0.2,7.2,1.4,0.0,0.4,0.6,3.2,14.2,221.6,43.0,0.8,-0.08,0.0,0.2,6.4,34.4,3.6,20.6,83.8
Matías Ruíz Díaz,Independiente,DF,,ARG,27.0,7.8,0.0,0.0,0.05,0.04,87.5,1.15,0.0,40.9,58.7,83.3,58.5,26.0,40.0,0.0,0.0,0.0,0.08,0.09,0.0,3.59,2.31,0.0,0.51,1.28,2.56,21.28,325.9,147.31,0.26,-0.04,0.0,0.0,3.72,47.31,0.64,15.51,35.26
Mauricio Asenjo,Independiente,FW,,ARG,29.0,7.6,0.0,0.0,0.13,0.04,40.0,1.84,0.13,55.2,51.2,53.3,62.8,50.0,33.3,0.53,0.0,0.0,0.08,0.17,0.0,3.42,1.84,0.0,0.0,0.66,2.24,11.45,153.55,37.5,0.92,-0.04,0.0,0.0,0.53,34.08,1.18,15.39,23.29
Mauricio Cardillo,Independiente,MF,DF,ARG,20.0,7.2,0.0,0.14,0.18,0.02,50.0,1.11,0.28,50.0,55.4,67.5,58.0,28.1,12.5,0.42,0.0,0.0,0.16,0.2,0.14,3.89,2.78,0.0,1.25,0.83,2.78,14.86,238.47,119.86,0.42,0.12,0.0,0.0,1.25,37.64,1.11,12.92,36.39
Rodrigo Rey,Independiente,GK,,ARG,32.0,27.0,0.0,0.0,0.0,0.0,100.0,0.15,0.0,87.5,70.7,98.7,99.3,47.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07,0.74,21.56,645.19,479.67,0.04,0.0,0.0,0.04,0.0,32.44,0.04,16.78,69.89
Rubén Martínez,Independiente,MF,,Unknown,19.0,15.7,0.0,0.0,0.07,0.02,45.2,1.21,0.19,53.8,71.7,78.6,80.5,51.0,61.1,0.25,0.0,0.0,0.08,0.08,0.0,1.72,3.89,0.06,1.27,1.59,5.03,23.57,374.46,126.62,0.25,-0.02,0.0,0.32,0.7,44.27,1.15,20.76,49.04
Santiago Hidalgo,Independiente,FW,MF,ARG,18.0,8.1,0.12,0.25,0.42,0.17,56.0,2.72,0.25,48.7,68.2,72.3,71.7,66.7,26.0,1.73,0.03,0.07,0.11,0.59,0.37,8.02,2.22,0.0,0.12,1.85,4.44,14.32,223.46,56.54,1.36,0.07,0.12,0.37,0.49,40.74,6.17,24.2,64.2
Santiago López,Independiente,FW,,ARG,17.0,10.6,0.09,0.0,0.12,0.08,36.8,3.32,0.28,0.0,64.6,77.5,65.1,44.4,42.0,0.47,0.08,0.2,0.1,0.2,0.09,8.87,2.92,0.0,0.38,1.79,4.34,15.47,199.43,56.04,1.51,-0.08,0.0,0.0,1.13,39.81,6.51,25.94,78.4
Santiago Montiel,Independiente,FW,MF,ARG,23.0,11.0,0.36,0.36,0.2,0.18,36.8,4.19,0.36,45.5,68.7,88.5,73.0,48.9,54.8,0.73,0.12,0.38,0.05,0.31,0.73,6.0,3.45,0.0,0.36,1.09,4.73,22.91,433.55,138.64,2.09,0.18,0.27,1.27,4.45,45.27,3.82,25.09,61.82
Santiago Salle,Independiente,DF,,ARG,19.0,7.3,0.0,0.14,0.03,0.09,50.0,1.65,0.28,54.5,72.0,91.3,72.2,46.2,59.1,0.0,0.0,0.0,0.05,0.12,0.14,3.42,3.97,0.0,1.78,0.55,3.97,30.27,520.14,258.49,0.96,0.04,0.0,0.41,2.33,53.15,3.01,23.7,69.18
Sebastián Villa,Independiente,FW,,COL,27.0,21.6,0.19,0.28,0.16,0.2,44.4,3.48,0.28,12.5,59.2,83.6,65.9,37.5,39.2,0.84,0.08,0.22,0.05,0.33,0.46,9.03,3.38,0.05,0.23,0.37,4.03,18.47,352.41,114.68,1.94,0.07,0.09,0.88,8.66,42.5,4.72,27.59,106.53
Sheyko Studer,Independiente,DF,,ARG,21.0,13.8,0.14,0.0,0.04,0.0,72.7,0.22,0.0,70.0,71.7,76.1,85.7,45.1,100.0,0.22,0.33,0.67,0.1,0.05,0.14,0.22,1.88,0.0,1.67,0.87,2.54,23.84,519.64,190.65,0.07,0.0,0.0,0.43,0.07,45.65,0.22,19.2,47.75
Tiago Palacios,Independiente,DF,,ARG,20.0,8.5,0.0,0.0,0.03,0.0,76.5,0.94,0.0,69.2,64.2,84.4,82.3,40.4,56.0,0.12,0.0,0.0,0.04,0.03,0.0,0.35,2.0,0.0,1.53,1.76,7.18,20.24,464.94,227.53,0.0,0.0,0.0,0.82,0.47,44.71,2.94,20.82,81.41
Tobías Ostchega,Independiente,DF,,ARG,25.0,20.7,0.0,0.0,0.06,0.08,66.7,1.4,0.05,55.9,67.9,82.6,72.8,33.6,52.5,0.14,0.0,0.0,0.09,0.14,0.0,3.33,3.14,0.0,1.74,1.26,3.77,27.58,467.58,210.19,0.87,-0.08,0.0,0.05,2.22,52.51,1.93,20.68,55.7
Victorio Ramis,Independiente,FW,,ARG,29.0,8.5,0.47,0.12,0.28,0.1,88.9,1.77,0.24,41.5,65.6,73.8,73.6,50.0,55.6,0.82,0.25,0.57,0.15,0.38,0.59,5.06,1.41,0.0,0.59,0.71,2.47,14.82,185.65,32.82,0.82,0.01,0.12,0.0,0.12,33.76,1.06,17.88,20.47
Alan Cantero,Barracas Central,MF,,ARG,25.0,9.4,0.11,0.11,0.13,0.08,66.7,2.01,0.11,38.1,70.9,76.8,72.5,75.0,50.0,0.32,0.06,0.33,0.07,0.21,0.21,3.72,1.6,0.0,0.0,0.53,3.72,12.98,181.17,37.23,0.74,0.03,0.11,0.11,0.43,34.36,4.47,22.02,34.26
Alexis Dominguez,Barracas Central,FW,MF,ARG,27.0,8.3,0.12,0.24,0.13,0.05,83.3,1.69,0.24,49.5,61.7,71.4,52.5,66.7,11.1,0.24,0.09,0.5,0.1,0.18,0.36,3.98,1.08,0.0,0.0,0.24,1.33,13.37,189.88,36.02,0.96,0.19,0.12,0.24,0.12,31.93,1.08,15.42,17.35
Carlos Sánchez,Barracas Central,DF,,COL,37.0,11.0,0.0,0.0,0.03,0.01,44.4,0.55,0.0,77.8,76.4,85.5,86.6,58.0,80.0,0.09,0.0,0.0,0.08,0.04,0.0,0.0,1.64,0.0,0.45,0.36,2.36,20.27,466.73,238.0,0.09,-0.01,0.0,0.18,0.0,36.91,0.45,14.82,29.55
Dardo Miloc,Barracas Central,MF,,ARG,33.0,9.4,0.0,0.0,0.02,0.01,56.5,1.17,0.0,66.7,73.9,78.8,75.7,62.5,75.0,0.0,0.0,0.0,0.04,0.03,0.0,0.21,3.51,0.0,2.02,1.49,5.11,27.77,465.32,144.26,0.53,-0.01,0.0,0.11,0.11,49.04,0.43,14.68,20.53
Facundo Bruera,Barracas Central,FW,,ARG,25.0,8.1,0.37,0.0,0.36,0.06,0.0,2.46,0.23,50.0,58.8,61.1,63.8,66.7,22.2,0.61,0.14,0.6,0.14,0.41,0.37,4.94,1.85,0.0,0.0,0.37,1.48,12.84,159.75,47.53,0.99,-0.06,0.0,0.0,0.12,36.42,1.11,17.04,27.28
Facundo Mater,Barracas Central,DF,MF,SYR,25.0,10.0,0.0,0.0,0.07,0.07,57.1,2.8,0.3,43.8,73.8,83.3,77.3,57.8,38.6,0.1,0.0,0.0,0.07,0.14,0.0,2.8,4.0,0.1,0.8,1.8,4.9,36.6,609.3,306.4,1.0,-0.07,0.3,0.2,1.0,65.2,4.4,27.7,60.3
Gonzalo Goñi,Barracas Central,DF,,ARG,25.0,17.2,0.0,0.0,0.03,0.01,65.2,0.64,0.0,52.9,78.1,84.3,87.8,45.5,80.0,0.17,0.0,0.0,0.06,0.04,0.0,0.0,1.51,0.12,0.87,1.1,2.85,26.92,513.43,237.97,0.29,-0.01,0.0,0.17,0.06,45.58,0.29,19.71,29.53
Iván Tapia,Barracas Central,MF,FW,ARG,25.0,13.8,0.0,0.15,0.03,0.11,38.9,3.7,0.15,36.4,71.1,80.9,84.2,47.6,60.0,0.29,0.0,0.0,0.03,0.14,0.15,2.68,2.9,0.0,0.29,0.43,2.97,26.88,480.22,166.01,2.25,0.04,0.0,0.14,5.72,43.12,0.72,18.55,27.32
Javier Ruiz,Barracas Central,MF,FW,Unknown,0.0,8.9,0.23,0.0,0.12,0.1,41.2,4.06,0.11,35.7,69.9,75.4,75.4,28.6,57.5,0.9,0.08,0.25,0.04,0.22,0.23,7.42,2.7,0.0,0.34,1.01,4.72,16.4,235.84,59.1,1.24,-0.1,0.0,0.0,2.02,43.48,8.2,27.42,80.79
Jhonatan Candia,Barracas Central,FW,MF,URU,28.0,10.0,0.1,0.0,0.2,0.08,33.3,2.11,0.0,50.8,71.5,76.7,76.4,56.5,36.4,0.6,0.05,0.17,0.09,0.28,0.1,4.1,2.3,0.0,0.2,0.3,2.2,18.3,267.6,49.6,1.0,-0.08,0.1,0.4,0.6,35.5,2.2,18.7,26.2
Lucas Brochero,Barracas Central,DF,FW,ARG,25.0,11.2,0.0,0.0,0.04,0.05,48.0,1.51,0.0,27.3,56.6,72.0,59.6,36.9,42.9,0.18,0.0,0.0,0.04,0.09,0.0,3.57,2.5,0.0,0.98,0.89,3.04,17.95,318.57,158.12,0.89,-0.05,0.0,0.09,4.64,42.59,1.88,14.91,35.18
Manuel Agustín Duarte,Barracas Central,MF,FW,ARG,22.0,5.7,0.18,0.18,0.16,0.16,25.0,3.31,0.52,25.0,72.6,79.5,84.2,51.6,43.5,0.88,0.07,0.2,0.06,0.31,0.35,5.79,4.21,0.0,0.35,1.23,4.91,24.21,423.16,118.95,1.75,0.02,0.35,0.35,2.46,45.96,4.04,28.42,92.46
Marcelo Miño,Barracas Central,GK,,ARG,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,59.4,87.5,93.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,18.6,681.0,582.6,0.0,0.0,0.0,0.0,0.0,34.1,0.0,15.3,73.2
Marco Iacobellis,Barracas Central,FW,MF,ARG,23.0,9.0,0.11,0.0,0.17,0.04,48.0,2.67,0.11,42.9,66.8,82.4,72.9,37.8,37.9,0.44,0.06,0.25,0.09,0.21,0.11,5.0,3.89,0.0,0.67,1.33,7.0,23.22,374.0,126.22,0.56,-0.04,0.0,0.22,2.89,51.44,6.44,32.11,80.67
Maximiliano Puig,Barracas Central,MF,DF,ARG,23.0,3.8,0.0,0.0,0.08,0.04,46.2,2.64,0.26,50.0,70.3,92.7,63.2,35.7,50.0,0.26,0.0,0.0,0.06,0.12,0.0,2.37,1.32,0.26,1.58,1.58,4.74,18.68,293.42,126.58,0.79,-0.05,0.0,0.0,2.37,41.84,3.16,18.68,48.95
